clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_backii	25	14	32	9	17	3	28	9	106	190	20	168	156	5	34	46	60	10	28	71	10	225	35	20	65	16	1	20
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kunkeei	25	9	80	13	6	1	13	1	37	177	4	66	5	14	33	64	28	6	23	3	8	40	16	5	38	0	14	14
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	48	17	158	12	9	0	21	10	54	475	156	76	12	22	123	57	44	52	34	65	20	154	57	820	70	3	61	27
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_jensenii	26	18	133	34	23	8	39	13	180	443	36	235	29	5	107	77	209	21	44	58	38	86	62	35	72	9	9	26
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	30	36	65	33	23	44	29	20	142	331	61	260	70	28	133	74	112	22	32	58	109	182	63	75	167	37	53	54
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_pentosus	28	33	114	4	12	15	12	4	149	182	10	80	16	13	71	114	6	10	12	9	9	190	17	8	48	4	11	25
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	84	68	29	26	30	24	75	19	131	774	48	253	70	0	144	87	170	16	43	28	30	107	110	38	78	27	16	43
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	33	28	1091	27	9	18	9	9	87	469	20	236	99	135	149	95	63	26	25	20	34	577	50	63	131	32	221	21
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	39	28	76	10	6	2	7	2	53	139	5	81	50	41	34	58	27	8	5	3	9	137	29	14	35	6	27	17
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crustorum	40	15	41	8	7	1	11	2	22	173	13	40	4	3	43	18	19	0	12	3	1	62	16	11	9	1	2	11
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brevis	43	17	29	12	15	8	14	8	81	515	13	403	34	22	148	111	59	11	27	17	22	1022	18	25	73	7	16	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	55	29	124	12	21	9	19	8	145	719	22	144	54	16	104	70	186	12	42	3	16	147	113	22	44	14	21	31
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_coryniformis	55	14	67	26	14	22	13	24	180	254	42	176	130	15	101	259	67	4	26	46	39	322	68	60	136	15	19	27
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_manihotivorans	55	29	60	0	2	1	2	2	26	82	4	37	53	1	20	91	3	8	13	4	2	58	13	10	19	5	3	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paracasei	15	13	115	3	11	0	5	0	83	216	13	170	57	14	48	35	31	7	26	11	8	421	35	16	103	10	10	17
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei	36	10	113	11	4	11	5	7	41	120	25	144	90	8	36	202	41	16	14	10	23	583	28	23	45	12	22	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	143	66	284	22	43	28	73	38	224	1110	106	665	336	14	133	821	122	79	161	81	45	664	113	84	370	47	28	97
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_agilis	58	17	37	19	10	0	17	5	47	613	43	129	50	8	55	96	20	13	27	79	22	224	69	24	75	6	9	32
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylolyticus	70	4	16	6	7	0	9	1	36	73	8	81	13	0	10	72	29	5	14	8	5	81	8	11	52	5	2	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	123	36	134	33	17	5	19	6	106	310	61	186	66	12	104	156	258	17	39	9	351	140	46	73	61	89	43	33
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._HBUAS52074	2	15	14	10	5	4	23	5	38	507	5	51	21	6	27	12	14	4	23	3	5	34	43	3	16	8	4	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._CBA3605	4	6	14	7	2	1	10	13	46	150	20	37	33	0	20	8	16	5	10	51	3	10	22	28	15	0	3	7
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._wkB8	6	6	3	1	13	1	0	1	27	84	4	16	12	1	34	1	4	6	2	3	1	17	16	4	7	0	7	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._CBA3606	5	7	46	8	6	1	5	0	14	61	17	100	10	5	21	25	29	8	10	6	5	92	5	17	9	12	3	14
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._HSLZ-75	7	10	9	3	8	1	4	2	34	70	4	88	8	0	18	50	22	5	10	1	9	75	13	5	32	1	1	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._BHWM-4	108	28	16	9	11	10	13	3	46	221	5	33	13	3	34	219	58	11	20	6	12	18	31	4	18	5	5	19
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	188	92	247	24	46	12	86	18	205	1012	21	278	65	37	242	207	195	33	116	32	325	232	143	23	125	31	46	66
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	20993	91756	90017	64074	97878	9596	76463	11510	152735	742795	27492	240068	124642	10128	66652	78652	99489	358960	121646	31251	34287	146736	102201	35672	74896	112761	7157	128422
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	280	180	500	112	192	57	154	83	650	2660	159	1660	483	225	545	605	655	97	344	191	111	1124	339	227	932	100	379	286
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis	6	7	24	8	10	11	8	4	65	425	14	115	17	5	89	27	59	13	26	16	14	50	21	12	39	12	4	26
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._KACC_19320	7	21	45	9	5	8	4	8	47	86	34	94	8	16	30	24	41	6	9	33	6	25	20	24	50	7	26	12
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_sp._1JSPR-7	15	16	45	0	21	2	16	10	62	421	10	110	77	8	48	63	16	6	30	16	6	177	61	19	50	9	13	26
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	30	19	68	21	18	16	24	14	135	467	30	318	40	16	116	105	231	22	55	58	15	291	37	35	234	8	10	54
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium	47	19	73	10	34	7	18	11	81	431	10	231	58	4	54	99	24	13	28	19	8	208	58	17	51	11	7	40
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	172	96	242	63	100	11	82	35	257	828	58	789	279	174	205	284	280	34	193	47	61	371	139	118	507	51	316	126
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	20713	91575	89517	63961	97686	9539	76308	11426	152084	740135	27333	238407	124159	9903	66107	78047	98834	358863	121301	31060	34176	145612	101862	35444	73964	112661	6778	128135
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._FDAARGOS_521	0	0	0	0	0	0	0	0	0	191	0	85	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._FDAARGOS_520	0	0	0	0	0	0	0	0	13	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus	0	12	11	2	0	0	6	0	1	37	0	1	14	0	1	0	0	9	8	0	0	1	2	0	0	14	0	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISS1	0	209	0	15	39	0	15	0	94	137	0	5	80	0	0	0	6	174	7	0	0	5	29	4	8	228	0	171
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	2	18	14	7	26	5	7	1	26	172	3	120	3	0	20	20	10	5	22	2	13	17	36	0	6	4	5	23
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	6	27	692	15	62	19	25	5	43	239	27	126	43	2	21	16	27	34	15	41	12	64	46	74	45	31	4	59
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_himalayensis	6	53	25	26	58	4	38	8	76	287	14	104	52	7	47	35	27	69	49	7	11	24	45	22	16	37	4	132
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	7	603	1420	269	829	0	552	0	794	3745	14	469	1876	244	30	617	233	396	1107	170	582	118	32	257	263	916	8	2814
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_uberis	9	60	65	29	72	6	42	8	114	324	35	200	62	6	41	36	26	40	54	22	23	84	63	49	42	37	4	104
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_acidominimus	10	36	36	21	30	5	30	0	70	272	3	98	31	11	22	80	50	64	31	4	22	68	41	10	61	17	34	62
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equinus	15	379	67	23	93	13	46	2	169	396	5	267	182	11	87	32	260	297	51	67	15	70	74	13	29	210	6	172
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	14	30	41	11	31	8	12	1	73	284	29	129	45	4	49	23	53	111	27	6	7	351	43	32	36	17	26	33
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ferus	13	33	38	27	48	5	26	6	82	296	17	328	352	0	63	111	25	41	25	18	9	228	48	17	84	96	1	60
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans	14	173	89	224	208	18	82	11	371	1399	28	255	4792	7	63	34	88	163	97	11	34	146	324	37	75	3611	3	2544
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	13	134	58	47	50	5	38	3	103	413	14	261	51	6	69	110	41	42	72	12	15	88	67	14	59	27	8	89
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis	16	65	95	24	51	9	42	5	105	356	4	179	71	10	104	70	24	46	58	5	25	149	63	15	94	29	5	123
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_troglodytae	16	29	50	8	16	0	12	1	43	139	13	29	17	8	39	36	17	13	21	1	5	53	43	10	13	11	8	32
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_merionis	18	43	58	17	53	4	39	10	103	315	27	123	54	14	44	60	89	53	47	19	22	69	56	26	38	36	34	97
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	20	221	118	43	174	19	199	16	199	3041	26	225	167	7	48	145	57	3511	263	40	17	175	256	47	98	114	2	154
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_iniae	22	52	170	52	36	31	52	28	157	617	83	383	52	28	84	55	297	38	66	46	38	131	98	76	305	23	46	81
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_urinalis	26	89	87	24	52	4	46	3	111	351	15	179	60	29	137	84	19	77	84	8	26	192	59	19	48	30	19	89
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pantholopis	26	29	36	16	14	4	14	11	62	158	17	204	47	18	42	79	81	63	30	23	18	312	43	16	54	28	9	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_marmotae	30	40	46	17	42	11	33	11	157	546	26	239	37	18	108	210	110	53	48	55	15	153	103	30	76	23	19	98
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_canis	34	38	134	26	39	10	25	6	108	211	13	130	33	26	38	110	21	20	26	8	15	144	41	25	72	22	14	75
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	37	2513	198	776	1197	47	184	49	901	1530	95	649	9576	38	166	98	443	383	199	244	240	299	655	174	339	11000	39	1597
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pluranimalium	40	61	67	50	44	11	62	6	185	799	26	233	71	12	159	119	59	75	56	59	39	294	137	23	151	46	25	168
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	55	3023	305	698	2502	285	197	50	2314	3508	83	671	1324	34	221	188	327	3664	202	96	179	670	804	189	361	1752	13	2476
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_halotolerans	57	19	39	25	36	16	21	10	311	289	9	125	32	7	34	82	88	30	41	14	26	128	49	27	104	21	19	80
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	70	1426	558	1018	2720	73	2213	119	1980	16319	128	699	1530	16	244	324	2066	1861	3696	56	430	192	2017	276	229	1826	6	2052
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ruminantium	60	29	121	51	48	13	33	15	222	606	58	345	141	3	85	145	26	48	49	29	59	462	127	55	325	36	7	116
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	77	313	165	83	224	41	99	9	371	1600	40	377	188	26	124	112	72	1502	148	10	49	205	198	33	168	156	28	371
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_respiraculi	83	95	282	65	67	32	41	30	640	651	101	487	190	82	189	397	158	69	56	83	67	464	148	184	334	55	120	118
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	176	3082	2787	1103	3574	104	723	73	4795	4702	721	4580	745	116	494	2030	2128	7869	983	87	1213	1581	798	598	1316	482	35	5095
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	145	3567	1471	2764	1299	96	1498	56	1624	48274	1190	8893	800	1960	713	738	8325	81101	8081	112	486	2365	2896	740	515	549	33	2105
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis	168	296	629	338	372	117	243	84	985	3549	345	1455	617	61	618	683	692	437	358	268	192	1876	724	375	772	332	72	555
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudoporcinus	258	52	588	73	61	57	42	75	584	770	151	715	125	127	927	1011	279	46	31	349	248	1556	200	198	397	11	288	106
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	378	511	1878	402	268	95	209	247	3667	4546	438	4285	913	327	2552	3619	691	370	336	414	900	4343	1000	704	2204	237	912	572
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	232	1832	786	854	2393	70	1050	120	1978	15410	304	7864	4362	125	713	649	1013	4651	1849	89	316	961	2109	497	658	3669	9	5128
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	373	3916	12061	4579	2530	520	3486	136	3463	22064	3380	2991	529	178	1201	1351	3035	71116	5094	249	998	1417	2086	2025	766	431	42	3832
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae	501	7865	3083	5440	13041	472	11102	716	10320	93076	740	11152	7598	111	1961	1871	9155	10629	18404	348	2386	2657	10661	1723	1700	7910	67	9538
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_milleri	654	946	2713	572	233	144	188	195	2872	4889	364	3331	853	214	1789	2298	497	492	344	648	1001	6521	1739	529	2152	162	301	537
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pyogenes	1241	558	4993	1312	314	1046	348	703	6683	4657	973	5123	1281	492	3525	4991	706	264	219	1212	2087	10190	1557	1581	5423	110	772	851
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	794	17656	5268	9924	30577	1028	33321	1668	25725	194068	1075	8504	15819	127	2584	2688	12429	19154	51172	625	4482	2599	23603	3216	2922	18833	13	18523
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_porcinus	894	226	1914	440	211	128	154	419	2576	2290	806	2783	343	92	1203	2104	1319	125	121	1265	324	8059	1012	1204	2056	59	115	278
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	1122	813	2566	1065	89	96	49	202	2607	3176	506	2754	527	224	1197	1959	398	108	86	389	926	5861	1277	824	4552	153	333	320
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae	407	309	962	266	276	116	188	81	1391	3974	272	2115	671	151	1274	1209	568	493	318	445	254	4060	695	299	1193	240	148	291
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equi	838	363	1415	371	248	303	188	360	3672	4173	673	5025	647	197	1698	3827	1104	195	205	1324	620	7297	1030	839	2412	119	206	499
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	1524	18221	7736	13807	11694	453	7529	497	11898	142105	3119	59460	4803	1228	6008	4596	16889	100080	11594	417	2586	14734	14459	3368	4019	4051	62	17487
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._'group_B'	32	0	0	0	0	0	0	0	40	0	0	0	0	0	25	0	0	34	0	0	0	0	0	0	0	0	0	53
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISS2	1	126	39	65	477	12	56	1	130	1034	12	121	151	32	19	16	58	793	67	2	13	56	106	21	17	151	1	210
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISB1	2	20	13	6	19	0	17	5	37	83	11	19	33	3	7	2	6	42	30	48	3	14	16	6	6	24	1	38
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISM1	5	1913	148	763	1573	23	115	11	456	1264	29	155	9312	12	43	27	241	336	149	3	176	80	513	53	50	10894	1	1237
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._FDAARGOS_522	113	106	473	32	96	26	111	12	1213	1371	140	296	1176	19	188	353	34	204	260	8	131	953	110	29	70	323	38	428
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._I-P16	13	177	54	171	170	12	131	8	266	1114	25	254	2416	26	36	14	69	236	122	5	30	28	232	20	40	2055	2	1311
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._KCOM_2412	10	488	2747	146	58	20	49	5	303	809	17	299	25	6	406	106	81	105	65	1	694	243	135	52	86	11	7	263
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._LPB0220	12	2179	236	725	1098	33	122	21	463	1012	12	298	9822	57	53	32	251	230	96	4	148	196	493	75	63	12231	28	1253
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._I-G2	19	162	76	192	172	21	105	8	364	1078	28	71	2607	6	23	34	80	407	139	5	37	43	205	21	25	2143	0	1487
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._FDAARGOS_192	19	317	57	106	119	30	20	2	252	565	24	133	185	7	33	59	40	306	36	9	6	41	109	21	76	294	4	201
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._JS71	30	222	115	221	258	23	122	17	385	1168	25	219	3210	27	35	123	99	363	184	7	36	154	307	33	113	2588	2	1679
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._A12	26	277	350	877	492	86	196	10	1118	5094	111	281	13306	15	54	67	99	226	205	8	91	337	1486	122	118	10774	1	7894
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._Z15	33	41	75	18	28	5	19	4	166	181	59	236	72	8	63	70	87	68	30	52	31	434	63	39	90	15	21	56
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_064	82	1319	563	782	826	21	513	23	712	11446	185	3709	322	92	361	210	1314	14144	821	11	179	717	1065	170	198	300	0	1065
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._NCTC_11567	175	87	2122	248	99	90	79	184	1281	1499	426	1449	259	104	3060	1107	574	72	60	252	208	3138	500	449	1440	33	132	145
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISS3	132	124	127	79	73	12	18	8	365	477	20	333	176	66	19	332	33	201	48	13	101	32	56	7	462	157	95	141
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._ChDC_B345	132	1622	673	988	3142	103	3784	198	2382	15931	158	1136	2097	32	304	380	1140	3016	4810	78	356	522	2044	376	321	2721	2	2174
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._1643	180	1787	833	1237	1284	46	914	51	1359	19264	311	6216	595	132	678	361	1526	11407	1427	27	286	1032	1734	303	315	541	1	1737
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_431	310	3260	1139	2838	5332	274	1301	200	5704	8494	244	2214	9894	86	610	536	1131	1664	1346	42	961	554	2429	305	928	8141	62	16874
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._NPS_308	933	1896	665	1099	3900	68	1845	92	3546	35862	351	28952	725	497	3083	1585	1260	10975	4050	45	208	1031	2844	402	722	625	7	4787
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._NCTC_10228	1147	446	823	725	285	432	137	292	5489	6991	524	6167	958	67	1783	7180	1484	251	129	813	640	6435	1720	780	4245	114	84	421
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	1328	382	2098	218	177	74	342	110	1836	6847	359	5410	442	674	3997	4342	307	254	97	386	452	6710	2418	586	2989	59	951	302
