clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae|g__Candidatus_Babela	6	1	18	2	3	4	5	4	35	37	3	68	8	12	24	20	46	1	5	6	2	21	8	7	41	2	13	3
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae|g__Candidatus_Babela|s__Candidatus_Babela_massiliensis	6	1	18	2	3	4	5	4	35	37	3	68	8	12	24	20	46	1	5	6	2	21	8	7	41	2	13	3
d__Bacteria|p__Candidatus_Bipolaricaulota	15	2	11	2	0	1	0	1	10	203	5	102	54	2	19	106	3	1	4	2	5	71	11	2	22	8	2	4
d__Bacteria|p__Candidatus_Bipolaricaulota|g__Candidatus_Bipolaricaulis	15	2	11	2	0	1	0	1	10	203	5	102	54	2	19	106	3	1	4	2	5	71	11	2	22	8	2	4
d__Bacteria|p__Candidatus_Bipolaricaulota|g__Candidatus_Bipolaricaulis|s__Candidatus_Bipolaricaulis_anaerobius	15	2	11	2	0	1	0	1	10	203	5	102	54	2	19	106	3	1	4	2	5	71	11	2	22	8	2	4
d__Bacteria|p__Candidatus_Gracilibacteria	36	374	44	38	510	15	473	17	3101	6518	157	34719	1	7	5349	111	50	113	869	17	32	59	860	197	2054	1	2	667
d__Bacteria|p__Candidatus_Gracilibacteria|s__Candidatus_Gracilibacteria_bacterium_HOT-871	36	374	44	38	510	15	473	17	3101	6518	157	34719	1	7	5349	111	50	113	869	17	32	59	860	197	2054	1	2	667
d__Bacteria|p__Candidatus_Saccharibacteria	192	3460	1161	217	2874	535	915	408	5223	18918	975	17947	12214	173	12142	2298	205	4278	1014	304	194	1380	2971	663	3915	326	121	1403
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_952	0	0	0	0	275	0	0	0	196	1542	0	772	3135	0	3251	0	0	0	0	141	0	0	0	0	0	0	0	113
d__Bacteria|p__Candidatus_Saccharibacteria|s__Candidatus_Saccharibacteria_oral_taxon_TM7x	0	1520	331	0	447	0	0	0	1276	2505	0	628	4532	0	5065	0	0	1271	0	0	0	0	0	0	1994	0	0	184
d__Bacteria|p__Candidatus_Saccharibacteria|s__Candidatus_Saccharibacteria_bacterium_YM_S32_TM7_50_20	0	29	13	2	23	0	4	2	50	122	8	97	6	0	32	34	5	17	12	3	8	71	23	7	37	2	0	14
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas	5	79	56	4	52	2	14	4	110	103	17	117	37	6	65	103	7	75	23	4	6	104	43	20	82	1	2	36
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas|s__Candidatus_Saccharimonas_aalborgensis	5	79	56	4	52	2	14	4	110	103	17	117	37	6	65	103	7	75	23	4	6	104	43	20	82	1	2	36
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_957	39	763	304	30	616	226	209	103	1415	9780	310	4317	2009	58	2143	837	18	2073	158	36	92	453	2020	333	775	188	38	330
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_955	52	402	134	41	173	271	490	201	680	725	277	9241	255	52	366	381	110	319	712	84	42	154	113	132	477	11	33	282
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_488	95	666	322	138	1287	35	197	97	1494	4140	362	2773	2237	55	1218	940	63	521	108	36	45	597	771	170	548	123	46	442
d__Bacteria|p__Thermotogae	280	173	726	150	122	155	94	142	1233	2747	360	2468	539	152	1089	1079	924	60	194	343	188	2083	390	395	1084	79	219	147
d__Bacteria|p__Thermotogae|c__Thermotogae	280	173	726	150	122	155	94	142	1233	2747	360	2468	539	152	1089	1079	924	60	194	343	188	2083	390	395	1084	79	219	147
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	21	18	52	12	8	12	10	22	150	260	38	323	115	19	185	121	43	10	32	51	11	300	41	35	104	13	29	17
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	21	18	52	12	8	12	10	22	150	260	38	323	115	19	185	121	43	10	32	51	11	300	41	35	104	13	29	17
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga	5	5	20	5	3	1	6	17	80	147	23	217	61	7	44	58	26	3	15	44	3	167	24	22	71	8	14	6
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima	5	5	20	5	3	1	6	17	80	147	23	217	61	7	44	58	26	3	15	44	3	167	24	22	71	8	14	6
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	16	13	32	7	5	11	4	5	70	112	15	106	54	12	141	63	17	7	17	7	8	132	17	13	33	5	15	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	4	5	5	4	1	5	1	2	23	65	8	22	2	5	51	14	7	1	7	3	3	72	10	9	10	2	11	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_olearia	12	8	27	3	4	6	3	3	47	47	7	84	52	7	90	48	10	5	10	4	5	60	7	4	23	3	4	9
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	103	30	207	34	32	28	19	39	334	556	80	678	117	12	187	230	325	5	35	113	46	249	92	87	296	20	49	49
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	103	30	207	34	32	28	19	39	334	556	80	678	117	12	187	230	325	5	35	113	46	249	92	87	296	20	49	49
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga	13	9	30	2	6	6	4	7	103	129	11	238	16	11	37	30	15	2	5	14	8	27	25	16	99	8	4	8
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_mobilis	13	9	30	2	6	6	4	7	103	129	11	238	16	11	37	30	15	2	5	14	8	27	25	16	99	8	4	8
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	24	7	43	16	12	8	4	19	76	148	38	200	71	1	75	99	175	3	14	46	19	79	20	38	51	7	2	15
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	24	7	43	16	12	8	4	19	76	148	38	200	71	1	75	99	175	3	14	46	19	79	20	38	51	7	2	15
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	66	14	133	16	13	13	11	13	154	279	31	240	29	0	75	100	135	0	15	52	18	143	46	32	146	4	42	26
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	53	0	133	12	0	0	2	0	48	148	18	16	15	0	0	68	92	0	5	0	18	20	3	21	65	4	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1137	12	14	0	3	13	13	8	13	105	130	12	223	13	0	75	31	42	0	9	52	0	122	42	10	80	0	42	26
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	155	124	466	104	81	115	65	80	749	1930	241	1466	307	121	716	727	555	45	127	178	131	1534	256	272	684	46	141	80
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	76	39	268	43	34	86	29	44	266	584	101	582	148	60	328	409	185	13	39	100	44	543	100	127	366	12	82	26
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	29	13	123	17	12	59	8	25	94	182	29	266	59	47	184	132	82	8	10	30	22	268	35	43	193	5	54	12
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	0	0	0	0	0	0	0	10	15	28	0	8	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_elfii	0	0	85	0	4	0	0	6	23	14	3	44	0	13	48	33	39	0	0	0	5	45	0	5	16	0	0	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	8	9	32	5	3	5	4	9	28	59	9	52	41	8	34	60	26	4	1	14	11	169	13	18	38	2	9	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	20	3	6	11	5	54	3	0	27	80	17	161	17	26	102	39	17	3	8	6	6	54	14	20	138	2	44	4
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	47	25	145	25	22	26	21	18	171	402	72	315	88	12	144	277	103	5	29	70	22	275	65	84	172	7	27	14
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	0	0	2	0	0	0	0	0	34	19	9	7	0	0	15	23	0	0	0	2	0	0	3	28	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	0	2	15	5	0	0	0	0	0	21	13	17	0	3	7	0	0	0	0	0	0	87	0	4	28	0	6	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana	8	0	2	0	2	0	0	0	0	20	0	42	0	2	0	0	3	0	0	5	0	40	0	0	5	0	0	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	7	15	2	3	6	0	0	0	0	24	0	3	0	0	0	93	2	0	0	0	0	2	3	0	4	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_caldifontis	2	3	18	1	2	0	2	0	11	7	0	20	17	0	31	25	3	0	2	0	0	17	1	0	3	1	1	2
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	4	1	13	2	7	3	7	3	22	60	3	63	16	3	18	61	13	2	9	8	2	20	12	4	19	0	7	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ7	3	0	12	3	2	4	0	2	37	186	0	40	0	0	10	9	28	0	6	7	13	4	24	10	64	0	0	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._Cell2	15	2	17	0	0	0	0	3	6	13	0	32	7	0	49	46	0	0	0	0	0	71	5	0	27	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._2812B	6	1	60	9	1	18	11	9	33	49	46	87	48	3	12	19	52	2	11	46	6	32	15	36	19	5	12	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	79	85	198	61	47	29	36	36	482	1345	140	884	159	61	387	317	370	32	88	78	86	990	156	145	318	34	59	54
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	39	45	118	29	26	15	16	21	269	691	75	527	75	47	233	155	185	20	48	42	55	750	96	83	203	21	45	40
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1070	0	0	0	0	11	0	0	0	0	133	38	26	0	0	62	25	7	0	0	0	0	267	18	0	15	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1063	7	0	47	0	0	0	0	0	86	172	0	210	0	0	16	28	38	0	19	0	0	305	4	42	43	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	17	24	41	17	9	11	8	16	141	303	24	225	36	2	78	48	104	12	22	31	33	111	55	26	114	7	11	22
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	14	21	29	12	5	3	8	4	41	82	12	65	38	44	76	53	35	7	6	10	21	66	18	14	30	14	34	18
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	40	40	79	31	21	13	19	14	212	654	64	356	83	14	154	161	184	12	40	35	31	239	60	61	114	13	14	13
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	0	6	7	11	9	0	2	6	33	313	31	94	5	0	28	0	62	3	22	0	4	24	20	19	21	0	3	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_changbaicum	15	0	6	0	0	1	0	0	23	8	0	33	16	0	30	74	0	0	0	7	4	27	0	3	32	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	9	16	24	9	6	4	8	4	59	126	13	103	23	3	48	19	62	4	4	9	13	35	16	14	15	1	1	6
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	14	16	40	10	5	7	8	3	96	205	20	124	38	10	47	67	59	4	13	19	9	152	23	24	44	12	9	6
d__Bacteria|p__Acidobacteria	285	75	425	50	96	56	66	29	472	3931	84	1243	343	97	702	1650	177	52	243	77	95	1362	257	98	408	69	80	119
d__Bacteria|p__Acidobacteria|c__Blastocatellia	25	6	29	2	8	5	4	5	44	208	6	126	40	10	91	163	42	2	4	10	6	72	24	7	30	11	6	5
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium	25	6	29	2	8	5	4	5	44	208	6	126	40	10	91	163	42	2	4	10	6	72	24	7	30	11	6	5
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium|s__Chloracidobacterium_thermophilum	25	6	29	2	8	5	4	5	44	208	6	126	40	10	91	163	42	2	4	10	6	72	24	7	30	11	6	5
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria	27	4	43	7	6	2	8	3	39	59	7	54	30	5	32	118	4	4	18	2	9	96	8	7	13	6	4	20
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae	27	4	43	7	6	2	8	3	39	59	7	54	30	5	32	118	4	4	18	2	9	96	8	7	13	6	4	20
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea	27	4	43	7	6	2	8	3	39	59	7	54	30	5	32	118	4	4	18	2	9	96	8	7	13	6	4	20
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis	27	4	43	7	6	2	8	3	39	59	7	54	30	5	32	118	4	4	18	2	9	96	8	7	13	6	4	20
d__Bacteria|p__Acidobacteria|c__Acidobacteriia	233	65	353	41	82	49	54	21	389	3664	71	1063	273	82	579	1369	131	46	221	65	80	1194	225	84	365	52	70	94
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	28	7	56	4	5	5	8	0	28	216	6	113	47	15	79	164	16	7	17	12	6	309	20	9	42	7	15	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae	28	7	56	4	5	5	8	0	28	216	6	113	47	15	79	164	16	7	17	12	6	309	20	9	42	7	15	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter	28	7	56	4	5	5	8	0	28	216	6	113	47	15	79	164	16	7	17	12	6	309	20	9	42	7	15	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter|s__Candidatus_Solibacter_usitatus	28	7	56	4	5	5	8	0	28	216	6	113	47	15	79	164	16	7	17	12	6	309	20	9	42	7	15	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	205	58	297	37	77	44	46	21	361	3448	65	950	226	67	500	1205	115	39	204	53	74	885	205	75	323	45	55	90
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	205	58	297	37	77	44	46	21	361	3448	65	950	226	67	500	1205	115	39	204	53	74	885	205	75	323	45	55	90
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina	15	6	14	3	11	4	4	1	17	304	2	108	16	8	23	128	7	1	12	5	5	63	13	5	24	4	4	8
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina|s__Acidisarcina_polymorpha	15	6	14	3	11	4	4	1	17	304	2	108	16	8	23	128	7	1	12	5	5	63	13	5	24	4	4	8
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	19	2	65	4	3	4	3	2	57	147	8	128	31	9	87	147	16	7	9	11	16	192	15	2	45	3	11	3
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Candidatus_Koribacter_versatilis	19	2	65	4	3	4	3	2	57	147	8	128	31	9	87	147	16	7	9	11	16	192	15	2	45	3	11	3
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	34	19	41	9	23	6	11	8	59	780	15	180	45	16	119	131	17	8	54	12	12	218	54	23	57	7	11	15
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_tundricola	5	12	11	3	5	2	7	6	32	150	4	62	20	8	14	48	8	3	6	7	4	157	16	10	23	0	2	7
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_mallensis	29	7	30	6	18	4	4	2	27	630	11	117	24	8	105	83	9	5	47	5	8	61	37	13	33	7	9	8
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium	42	10	45	6	5	0	6	0	36	154	10	68	11	5	30	311	24	4	23	8	5	43	33	17	23	3	6	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacterium_capsulatum	42	10	45	6	5	0	6	0	36	154	10	68	11	5	30	311	24	4	23	8	5	43	33	17	23	3	6	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus	94	21	130	14	33	29	22	10	191	2060	28	464	121	29	240	486	51	18	104	17	36	368	88	26	173	28	23	58
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_albidus	22	6	39	5	5	11	5	4	57	656	13	138	22	7	92	118	13	2	43	4	8	107	28	9	62	5	6	17
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_saanensis	31	4	14	0	7	3	3	2	72	183	5	97	40	1	11	171	9	4	7	4	11	82	8	7	26	11	1	11
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_roseus	40	11	76	9	20	15	14	4	61	1220	9	227	58	21	137	196	29	12	53	9	17	179	51	10	83	12	16	30
d__Bacteria|p__Synergistetes	876	125	721	70	134	19	29	64	1695	1595	120	3619	1304	48	938	8372	110	30	57	81	150	2283	144	191	1027	165	57	73
d__Bacteria|p__Synergistetes|c__Synergistia	876	125	721	70	134	19	29	64	1695	1595	120	3619	1304	48	938	8372	110	30	57	81	150	2283	144	191	1027	165	57	73
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	876	125	721	70	134	19	29	64	1695	1595	120	3619	1304	48	938	8372	110	30	57	81	150	2283	144	191	1027	165	57	73
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	876	125	721	70	134	19	29	64	1695	1595	120	3619	1304	48	938	8372	110	30	57	81	150	2283	144	191	1027	165	57	73
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium	5	12	35	3	13	3	3	4	124	385	3	163	58	6	91	180	14	1	2	11	9	162	17	6	35	5	7	5
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium|s__Aminobacterium_colombiense	5	12	35	3	13	3	3	4	124	385	3	163	58	6	91	180	14	1	2	11	9	162	17	6	35	5	7	5
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga	12	5	39	6	5	2	5	6	92	89	16	161	159	6	74	206	2	4	4	13	15	81	12	21	34	5	1	6
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga|s__Thermovirga_lienii	12	5	39	6	5	2	5	6	92	89	16	161	159	6	74	206	2	4	4	13	15	81	12	21	34	5	1	6
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Acetomicrobium	15	4	36	4	11	1	1	4	58	147	5	167	31	3	48	175	16	1	2	9	8	72	8	19	52	3	4	3
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Acetomicrobium|s__Acetomicrobium_mobile	15	4	36	4	11	1	1	4	58	147	5	167	31	3	48	175	16	1	2	9	8	72	8	19	52	3	4	3
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio	81	18	92	14	13	2	10	8	366	448	15	387	81	10	183	802	22	4	3	16	22	315	37	24	131	12	13	19
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_velox	38	4	34	11	3	2	4	1	139	81	10	195	35	6	85	249	16	0	1	13	13	114	25	13	90	4	6	8
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_acidaminovorans	43	13	57	3	9	0	6	7	227	366	5	191	46	4	97	552	6	4	1	2	8	201	12	11	41	7	6	11
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminomonas	93	34	76	9	48	0	6	18	517	274	17	487	115	7	175	1245	14	6	25	8	26	299	22	27	93	18	8	15
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminomonas|s__Aminomonas_paucivorans	93	34	76	9	48	0	6	18	517	274	17	487	115	7	175	1245	14	6	25	8	26	299	22	27	93	18	8	15
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	160	21	150	10	25	7	1	11	236	113	10	566	157	4	153	1106	17	10	11	9	22	452	7	22	217	24	8	7
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	160	21	150	10	25	7	1	11	236	113	10	566	157	4	153	1106	17	10	11	9	22	452	7	22	217	24	8	7
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella	507	28	291	21	17	2	1	11	299	137	53	1685	699	10	212	4654	23	3	9	13	45	899	39	69	462	96	15	16
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella|s__Jonquetella_anthropi	507	28	291	21	17	2	1	11	299	137	53	1685	699	10	212	4654	23	3	9	13	45	899	39	69	462	96	15	16
d__Bacteria|p__Lentisphaerae	55	10	128	12	3	27	7	3	95	168	21	364	69	10	137	243	63	2	11	19	22	509	28	31	112	9	16	10
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria	55	10	128	12	3	27	7	3	95	168	21	364	69	10	137	243	63	2	11	19	22	509	28	31	112	9	16	10
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	55	10	128	12	3	27	7	3	95	168	21	364	69	10	137	243	63	2	11	19	22	509	28	31	112	9	16	10
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|s__Victivallales_bacterium_CCUG_44730	55	10	128	12	3	27	7	3	95	168	21	364	69	10	137	243	63	2	11	19	22	509	28	31	112	9	16	10
d__Bacteria|p__Kiritimatiellaeota	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae|g__Kiritimatiella	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae|g__Kiritimatiella|s__Kiritimatiella_glycovorans	68	7	129	3	7	6	2	0	39	353	7	125	89	13	59	192	14	5	0	5	13	621	24	5	43	7	13	6
d__Bacteria|p__Chlamydiae	205	99	273	68	69	103	44	59	559	1556	174	1472	363	121	565	434	396	64	89	122	101	1253	215	211	767	60	164	99
d__Bacteria|p__Chlamydiae|c__Chlamydiia	205	99	273	68	69	103	44	59	559	1556	174	1472	363	121	565	434	396	64	89	122	101	1253	215	211	767	60	164	99
