clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A2	A3	A4	A5	A6	A7	A8	A9	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._PACM_27299	12	15	71	9	21	10	29	19	104	105	23	80	42	235	16	10	22	358	144	873	178	41	10	43	73	27	5	20	34	44	70	20	15	4	61	14	21
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._CJ43	32	32	71	12	30	12	19	25	132	116	32	74	27	146	38	6	28	303	100	608	168	26	15	54	68	29	2	38	65	33	78	20	8	6	30	18	20
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._G11	35	48	36	5	17	3	18	12	102	166	45	57	23	120	37	9	48	750	222	1010	236	17	12	52	66	25	2	17	45	64	80	9	16	4	64	22	10
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._eg	48	24	154	7	16	11	27	38	112	85	25	77	23	94	62	5	20	1117	162	1215	226	52	12	27	63	21	1	23	31	63	79	17	13	2	36	20	14
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._KBS0701	56	14	107	19	14	15	13	6	192	140	24	92	27	386	21	12	27	338	78	919	343	24	18	25	62	20	0	23	53	50	66	9	17	8	23	21	26
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	330	205	801	82	181	90	153	110	910	1059	195	508	198	1146	177	121	212	4271	1407	8596	1605	676	106	256	529	181	23	200	399	493	497	115	142	34	295	138	177
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_gossypii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_ginsenosidivorax	13	16	91	4	21	2	16	15	97	99	13	49	19	37	19	14	13	222	59	947	86	43	17	50	98	26	2	42	38	43	102	18	15	4	59	16	15
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_mallensis	25	6	111	6	11	7	22	8	38	61	6	47	6	64	4	7	8	242	55	805	208	13	12	22	64	11	2	25	36	29	47	12	11	4	21	4	17
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_gotjawali	28	25	64	10	15	16	8	14	84	70	25	13	17	131	6	11	15	275	96	104	39	27	2	2	11	1	1	5	20	31	40	1	8	1	3	3	8
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_ginsenosidivorans	31	19	82	7	16	33	18	14	78	198	26	50	14	177	20	36	25	472	278	201	64	42	7	6	11	14	1	16	30	56	18	5	14	2	10	9	20
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_paludis	56	27	51	16	35	8	24	22	189	124	19	62	40	134	37	12	39	574	175	1101	231	125	7	42	33	32	4	22	64	84	39	13	13	0	41	19	23
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_rubeus	86	64	153	14	35	10	38	21	215	256	50	176	48	452	47	28	52	676	142	2519	341	147	36	74	176	49	5	55	133	113	145	34	38	10	84	34	47
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._BJC16-A31	28	18	69	9	16	3	11	6	84	82	16	49	29	58	23	4	19	744	220	427	87	47	10	13	18	13	2	14	13	38	33	14	6	6	22	14	9
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._HYN0043	29	16	132	11	22	1	9	6	86	108	27	29	19	45	13	2	15	375	183	1862	292	186	8	8	44	15	5	8	24	35	31	9	18	2	10	18	17
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_sp._PAMC_26640	34	14	47	4	9	10	6	4	36	60	13	31	6	45	8	7	26	442	132	626	254	45	7	39	73	20	1	13	40	63	42	9	18	5	44	21	20
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	363	252	716	116	188	124	216	123	1271	1365	267	941	254	1647	335	150	338	5191	1580	8165	1725	557	109	288	701	216	23	240	439	612	664	233	219	43	350	185	333
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._G1-14	0	22	88	7	5	27	18	0	109	87	27	31	17	56	32	28	3	660	141	602	103	40	9	15	36	11	2	18	25	14	31	4	3	8	5	18	16
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_psychroaquaticum	20	28	68	10	34	5	23	14	106	107	39	108	25	84	26	12	50	569	201	1754	229	38	10	48	73	24	3	34	68	101	94	10	28	3	32	15	27
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_thalpophilum	35	27	83	5	22	4	10	3	118	150	22	92	30	237	41	14	39	641	187	598	290	44	11	15	93	31	1	28	61	124	84	23	21	7	27	21	45
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_daejeonense	43	27	66	10	16	4	34	8	117	133	13	89	23	363	28	20	30	661	201	530	26	26	6	8	57	14	2	9	72	49	39	33	22	5	10	17	26
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_hotanense	44	32	107	6	16	5	48	25	149	108	15	134	24	27	50	15	24	669	187	315	112	34	11	17	62	19	1	17	43	64	55	11	21	4	42	12	44
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_mizutaii	64	28	90	15	21	3	29	20	128	200	24	103	27	128	65	3	37	313	155	447	149	20	12	9	58	12	0	14	43	44	43	6	20	5	30	13	29
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._B29	49	9	45	11	20	5	8	20	100	159	10	102	16	284	19	1	33	515	151	970	160	42	13	33	78	37	4	37	38	53	69	55	10	2	20	8	5
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._21	17	5	11	11	0	0	0	0	86	62	38	35	0	17	7	0	53	147	16	583	118	63	14	42	104	29	0	40	21	50	78	28	25	3	70	27	40
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._CZ-2	46	51	76	27	33	64	27	16	242	251	44	166	58	364	26	50	30	559	131	1781	277	221	10	71	87	29	9	27	42	57	94	45	36	1	49	24	48
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._ML3W	42	19	77	10	16	6	15	13	112	103	29	77	29	81	36	3	34	452	207	583	257	24	10	26	47	7	0	12	22	51	72	17	29	3	61	25	48
d__Bacteria|p__Bacteroidetes|c__Cytophagia	2675	1629	5072	623	1652	554	1006	684	7561	8717	1550	4823	1585	10680	1516	838	1710	36966	12397	50306	15112	5541	601	1524	2963	1198	83	1342	2631	4205	2832	731	1110	243	1447	945	1572
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2675	1629	5072	623	1652	554	1006	684	7561	8717	1550	4823	1585	10680	1516	838	1710	36966	12397	50306	15112	5541	601	1524	2963	1198	83	1342	2631	4205	2832	731	1110	243	1447	945	1572
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae	25	24	151	19	29	14	26	13	213	237	40	106	30	646	51	14	40	291	110	734	136	16	19	16	61	26	1	28	37	47	66	9	17	2	37	27	34
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Amoebophilus	5	14	66	11	13	4	17	8	111	153	21	59	13	83	20	2	14	102	33	101	29	3	3	10	14	9	1	10	9	10	20	2	2	1	11	6	16
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Amoebophilus|s__Candidatus_Amoebophilus_asiaticus	5	14	66	11	13	4	17	8	111	153	21	59	13	83	20	2	14	102	33	101	29	3	3	10	14	9	1	10	9	10	20	2	2	1	11	6	16
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Cardinium	20	10	85	8	16	10	9	5	102	84	19	47	17	563	31	12	26	189	77	633	107	13	16	6	47	17	0	18	28	37	46	7	15	1	26	21	18
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Cardinium|s__Candidatus_Cardinium_hertigii	3	4	6	2	10	3	3	4	32	46	7	11	7	66	9	10	5	62	23	104	18	3	3	3	8	4	0	8	9	11	15	6	8	1	2	2	7
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Cardinium|s__Cardinium_endosymbiont_of_Sogatella_furcifera	4	5	28	5	2	0	1	0	26	10	3	2	4	154	2	2	1	61	14	67	14	2	3	2	8	3	0	1	11	14	18	0	5	0	16	7	7
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Cardinium|s__Cardinium_endosymbiont_of_Encarsia_pergandiella	13	1	50	0	4	6	4	1	43	27	8	33	4	342	20	0	19	65	40	461	74	8	10	1	31	10	0	9	8	12	13	1	2	0	8	12	4
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae	33	20	85	22	14	37	30	15	154	193	36	60	47	289	38	24	34	600	386	487	232	91	16	68	83	24	1	24	79	67	99	20	21	4	18	32	26
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae|g__Bernardetia	33	20	85	22	14	37	30	15	154	193	36	60	47	289	38	24	34	600	386	487	232	91	16	68	83	24	1	24	79	67	99	20	21	4	18	32	26
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae|g__Bernardetia|s__Bernardetia_litoralis	33	20	85	22	14	37	30	15	154	193	36	60	47	289	38	24	34	600	386	487	232	91	16	68	83	24	1	24	79	67	99	20	21	4	18	32	26
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|g__Chryseolinea	30	39	113	18	30	16	27	11	214	148	35	115	22	101	33	7	43	993	257	195	130	137	7	39	37	30	3	23	82	97	34	17	20	7	9	23	36
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|g__Chryseolinea|s__Chryseolinea_sp._KIS68-18	30	39	113	18	30	16	27	11	214	148	35	115	22	101	33	7	43	993	257	195	130	137	7	39	37	30	3	23	82	97	34	17	20	7	9	23	36
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|s__Cytophagales_bacterium_TFI_002	31	14	35	4	23	0	24	3	121	89	15	47	15	108	7	4	33	343	138	523	268	29	10	39	55	21	4	33	62	74	57	8	12	4	34	9	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	283	260	538	102	256	91	134	84	1225	1142	233	778	248	2387	193	107	232	4641	1297	6887	1800	397	89	255	604	186	22	220	381	446	509	148	153	34	267	140	212
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella	20	34	76	14	20	19	13	7	182	253	38	99	27	222	11	37	16	826	195	753	187	25	12	26	69	11	2	33	44	33	62	11	19	5	16	14	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella|s__Belliella_baltica	20	34	76	14	20	19	13	7	182	253	38	99	27	222	11	37	16	826	195	753	187	25	12	26	69	11	2	33	44	33	62	11	19	5	16	14	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium	36	40	109	19	50	12	28	30	196	181	44	136	40	679	43	7	43	845	319	1662	295	107	20	59	116	59	13	60	100	103	143	50	30	4	39	33	49
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium_amurskyense	10	21	34	7	19	4	12	12	112	82	30	69	21	572	15	3	19	577	251	1405	199	70	13	38	70	39	10	37	48	56	94	35	20	2	12	10	36
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium_marinum	26	18	75	12	31	8	15	18	83	98	14	66	18	107	28	4	24	268	68	257	95	36	7	21	46	19	3	23	51	46	48	15	10	2	27	23	12
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	44	47	111	22	62	18	27	12	274	207	30	212	54	839	41	8	56	908	218	1396	598	114	18	49	117	37	2	45	91	111	90	28	44	8	87	35	60
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_sp._M8-2	21	30	40	13	28	12	15	6	156	66	13	100	35	562	9	3	21	389	64	864	284	53	11	26	54	15	1	23	49	51	42	17	29	3	46	19	40
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_machipongonensis	23	17	71	9	34	6	12	6	118	141	17	111	19	276	32	5	35	518	154	532	314	61	7	23	62	22	1	22	42	60	48	11	15	5	41	16	20
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Aquiflexum	61	28	38	8	17	5	9	6	166	82	13	48	35	255	12	12	19	248	85	385	131	20	11	30	56	18	1	23	18	24	43	19	14	5	20	6	13
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Aquiflexum|s__Aquiflexum_balticum	61	28	38	8	17	5	9	6	166	82	13	48	35	255	12	12	19	248	85	385	131	20	11	30	56	18	1	23	18	24	43	19	14	5	20	6	13
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola	121	109	202	39	106	35	56	28	405	417	106	282	91	391	85	41	96	1811	478	2688	587	130	28	89	245	60	4	57	127	173	169	40	44	12	104	51	65
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_rosea	12	24	41	16	23	11	12	8	71	123	20	90	22	71	28	34	26	328	86	345	202	28	3	20	103	15	1	9	56	70	38	16	14	1	22	11	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_sp._LN3S3	20	14	81	3	16	7	9	3	110	84	45	63	28	50	12	1	24	698	188	1351	183	26	12	30	66	26	2	19	16	11	56	20	5	1	41	11	11
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_strongylocentroti	27	20	40	9	26	7	18	6	74	81	14	47	23	140	12	2	22	400	44	705	122	39	6	28	41	17	0	27	28	46	46	2	5	8	34	17	7
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_vietnamensis	60	50	39	9	40	10	16	10	148	127	26	81	16	128	31	3	24	384	159	286	79	36	6	11	34	2	1	1	25	46	27	1	19	2	5	11	22
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae	285	190	360	74	142	42	139	70	754	805	138	450	181	1227	178	85	180	4111	2398	6316	1782	529	101	199	418	177	16	242	326	411	473	126	130	26	277	131	176
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|s__Flammeovirgaceae_bacterium_311	52	38	58	16	33	2	32	17	140	113	20	74	36	212	36	2	25	1043	1100	1678	255	295	13	43	60	21	2	21	39	32	77	5	22	8	62	19	40
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Fabibacter	74	43	59	9	19	9	9	22	178	120	44	52	37	264	46	10	35	725	341	739	272	73	9	11	37	16	1	57	42	67	42	17	10	5	31	16	17
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Fabibacter|s__Fabibacter_pacificus	74	43	59	9	19	9	9	22	178	120	44	52	37	264	46	10	35	725	341	739	272	73	9	11	37	16	1	57	42	67	42	17	10	5	31	16	17
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Marivirga	77	37	122	9	24	4	21	3	101	112	20	95	18	127	26	14	53	725	258	448	184	42	13	21	52	18	0	23	33	102	66	4	48	5	25	21	57
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Marivirga|s__Marivirga_tractuosa	77	37	122	9	24	4	21	3	101	112	20	95	18	127	26	14	53	725	258	448	184	42	13	21	52	18	0	23	33	102	66	4	48	5	25	21	57
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga	81	70	119	39	65	26	76	27	334	459	53	228	89	622	68	58	66	1616	697	3450	1070	118	65	123	267	121	13	140	210	209	287	99	49	7	159	74	60
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga|s__Flammeovirga_sp._L12M1	36	49	65	24	40	13	52	19	176	243	28	107	41	389	30	43	30	801	400	1997	669	48	38	77	182	61	7	59	128	122	165	75	20	2	103	41	34
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga|s__Flammeovirga_sp._MY04	44	20	54	14	24	13	23	8	158	216	24	120	48	233	38	15	36	814	297	1452	400	69	27	45	85	60	6	80	82	86	121	24	28	4	55	33	25
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	839	483	1597	192	448	202	284	260	2127	2814	482	1269	552	2872	413	321	419	9979	3081	12656	3247	1059	191	384	856	339	21	331	738	1183	804	206	331	74	449	276	476
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	6	24	40	11	13	10	14	5	66	45	22	46	13	73	6	11	16	555	139	1014	128	22	12	25	55	24	1	16	54	55	61	15	15	6	26	21	17
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__Cytophaga_hutchinsonii	6	24	40	11	13	10	14	5	66	45	22	46	13	73	6	11	16	555	139	1014	128	22	12	25	55	24	1	16	54	55	61	15	15	6	26	21	17
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Pseudarcicella	10	27	41	4	20	6	15	8	65	99	11	43	25	39	9	12	6	164	80	1096	172	29	11	34	71	22	0	22	25	28	65	14	12	2	11	16	22
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Pseudarcicella|s__Pseudarcicella_sp._HME7025	10	27	41	4	20	6	15	8	65	99	11	43	25	39	9	12	6	164	80	1096	172	29	11	34	71	22	0	22	25	28	65	14	12	2	11	16	22
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcticibacterium	26	41	66	17	34	26	13	20	154	231	20	77	57	198	29	48	29	875	169	635	384	20	30	34	57	36	4	31	78	63	49	13	20	8	27	41	29
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcticibacterium|s__Arcticibacterium_luteifluviistationis	26	41	66	17	34	26	13	20	154	231	20	77	57	198	29	48	29	875	169	635	384	20	30	34	57	36	4	31	78	63	49	13	20	8	27	41	29
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella	38	28	55	14	18	9	11	9	107	68	18	82	31	62	19	10	21	330	167	1323	230	56	9	19	73	23	0	19	40	33	68	21	23	0	36	21	16
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella|s__Leadbetterella_byssophila	38	28	55	14	18	9	11	9	107	68	18	82	31	62	19	10	21	330	167	1323	230	56	9	19	73	23	0	19	40	33	68	21	23	0	36	21	16
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella	49	70	255	27	57	9	41	45	382	336	77	171	69	691	73	19	60	1750	466	1991	276	233	21	46	110	44	4	38	149	163	108	17	41	12	74	37	74
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella_sp._HYN0085	22	41	124	12	32	6	17	25	186	165	51	71	33	519	44	7	34	710	170	1405	106	112	10	13	59	21	3	24	59	76	58	4	16	1	28	22	41
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella_sp._SP2	26	28	131	15	24	3	24	20	196	170	26	99	36	172	28	12	26	1039	295	585	170	121	11	33	50	23	1	14	89	87	50	13	25	11	45	15	32
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella	167	63	213	23	92	41	47	31	341	477	106	235	65	384	46	24	99	2197	552	850	598	226	17	24	85	53	2	59	94	302	75	24	79	10	49	27	109
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella_sp._ES10-3-2-2	36	11	72	10	41	7	22	22	96	125	50	98	26	192	34	5	41	478	191	337	156	124	11	5	38	32	0	29	44	160	38	9	27	6	33	8	41
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella_aestuarina	130	52	140	13	50	34	25	9	245	352	55	137	38	191	11	19	58	1719	361	513	442	101	5	19	46	21	2	30	49	141	37	14	52	4	15	18	68
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter	169	53	204	32	48	35	28	20	230	433	52	127	92	327	22	56	47	518	237	1219	214	124	17	47	66	30	3	38	70	143	89	26	29	4	42	21	55
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter_sp._32	56	19	68	9	14	14	10	6	111	194	21	63	37	225	6	5	19	267	96	562	35	28	8	11	17	10	1	11	19	31	33	13	11	1	12	9	25
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter_fermentans	113	33	135	23	34	21	17	13	118	238	30	64	54	102	16	51	27	250	141	656	179	96	9	36	49	20	2	27	51	112	56	13	18	3	30	12	30
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma	372	174	718	62	162	64	113	120	778	1122	173	485	197	1095	207	137	139	3588	1268	4524	1241	346	72	153	336	105	7	106	225	393	286	73	110	30	181	91	150
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_aerolatum	19	32	52	7	31	8	10	17	158	173	17	72	30	205	17	11	27	470	190	983	241	41	15	18	59	12	3	33	25	88	56	16	16	5	41	11	18
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_radiotolerans	32	19	55	5	16	7	10	11	64	79	23	48	20	76	9	16	13	265	58	453	101	25	4	32	35	15	0	17	49	26	25	2	6	1	23	8	14
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_sp._KCTC_42546	41	29	51	7	21	4	24	14	80	112	14	74	30	116	22	1	11	643	325	1027	207	33	18	21	36	22	0	16	45	54	57	17	17	7	17	20	25
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_pollinicola	58	22	107	12	17	3	22	32	123	166	34	81	23	59	69	8	25	579	169	322	188	120	9	26	35	13	2	14	26	81	40	25	25	3	40	12	26
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_rigui	59	23	121	15	50	31	28	9	145	308	40	105	42	306	33	41	28	818	189	699	378	65	10	25	51	23	0	10	31	65	59	9	17	8	6	11	19
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_montaniterrae	160	47	329	12	26	9	16	34	207	282	42	102	50	330	55	59	32	810	335	1037	124	59	14	28	117	18	1	16	47	76	46	2	26	6	51	26	46
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	1146	597	2191	190	708	151	340	225	2750	3285	569	1994	488	3046	600	274	727	16005	4726	22504	7514	3279	166	520	846	392	15	440	924	1877	786	196	424	90	353	304	586
